제목,주소,키워드,종목코드,날짜
"[비즈톡톡] 반도체 굴기 나선 中 등 세계 반도체 업계 \고마워요 한국 정부\""""",http://biz.chosun.com/site/data/html_dir/2018/04/06/2018040601746.html,"반도체 정보공개
기회
피해 입증
관련 생산 기술
설비 배치도 ,
배치도 , 장비 ,
자료 외부
결정 국내외
추정 수
서울대 반도체 연구소",005930,2018-04-07
[마켓뷰] 삼성전자 파는 외국인…다시 불붙은 미·중 무역분쟁,http://biz.chosun.com/site/data/html_dir/2018/04/06/2018040602110.html,"백악관 성명
최대 실적
실적 또
또 한번
대한 우려
, 또
분쟁 우려
우려 피로 감
피로 감 완화
완화 듯",005930,2018-04-06
"삼성전자, 190개 협력사와 '상생협력데이' 개최",http://biz.chosun.com/site/data/html_dir/2018/04/06/2018040601709.html,"사장 등
해 동안
서울 양재동
행사 김기남
사장 , 김현석
김현석 사장 ,
사장 , 고동진
고동진 사장
등 각
각 부문",005930,2018-04-06
원화강세에 삼성전자 떠나는 외인…최대 실적에도 주가 '잠잠',http://biz.chosun.com/site/data/html_dir/2018/04/06/2018040601265.html,"밤 사이
올해 1 분기
연구원 환율
수 며
방망이
유효 것
김선우
메 리츠 종금 증권 연구원
연구원 삼성 전자
견조 실적",005930,2018-04-06
"삼성전자 등 계열사, 삼성重 유상증자 참여",http://biz.chosun.com/site/data/html_dir/2018/04/06/2018040600952.html,"삼성 중공업 관계자
관계자 최근
청약 완료
완료 삼성 전자
삼성
계 열사 주주
성공 가능성
가능성 한층
한층 고
삼성 중공업 ( 010140 ) 은 현재",005930,2018-04-06
삼성전자 '어닝 서프라이즈'…1분기 잠정 영업이익 15.6조 사상최대(종합),http://biz.chosun.com/site/data/html_dir/2018/04/06/2018040600942.html,"그 2 분기
2 분기 영업 이익
영업 이익 개선 세
개선 세
며 메모리
메모리 판매 가격
판매 가격 상승
상승 하량
하량 증가 ,
기조 , 계절",005930,2018-04-06
"[마켓뷰] 상승하는가 싶던 코스피, 트럼프 발언에 하락 출발…삼성전자에도 불똥",http://biz.chosun.com/site/data/html_dir/2018/04/06/2018040600905.html,"수입품 추가
줄 것
공격 재개
재개 수입품
부과 하라 트럼프
대통령 성명
성명 통해
106 조원 ) 어치
어치 중국
중국 수입품",005930,2018-04-06
"[특징주] 삼성전자, 분기사상 최대 영업이익에도 약세",http://biz.chosun.com/site/data/html_dir/2018/04/06/2018040600718.html,"분기 사상 최대
2018 년 1 분기
매물
약세
날 삼성 전자
기준 올해
올해 1 분기
1 분기 잠정
잠정 영업 이익
4 분기 기록",005930,2018-04-06
삼성전자 1분기 잠정 영업이익 15.6조 '사상최대'…매출 60조,http://biz.chosun.com/site/data/html_dir/2018/04/06/2018040600667.html,"관계자 삼성 전자
삼성 전자 2009 년
7 월 국내
국내 기업
기업 최초
분기 실적
2010 년 IFRS 를
IFRS 를 먼저
먼저 며
기업가",005930,2018-04-06
"정의선·최태원, 中 보아오포럼 참석…이재용은 불참",http://biz.chosun.com/site/data/html_dir/2018/04/06/2018040600402.html,"주요 그룹
시진핑 중국
중국 국가
국가 주석 ,
대통령 , 로드 리
로드 리 두테르테
두테르테 필리핀
필리핀 대통령 ,
대통령 , 마윈
타타",005930,2018-04-06
'아우들 덕에'…조정장서 선방한 삼성그룹주 펀드,http://biz.chosun.com/site/data/html_dir/2018/04/05/2018040502345.html,"이 회사
2 월 28 일
주가 흐름
김동원
김동원 KB 증권
연구원 삼성 전자
삼성 전자 다음 달
개인 투자자 접근
것 며
이후 미국",005930,2018-04-06
"'이명박 사위' 이상주, 삼성전자 준법지원팀장 사임",http://biz.chosun.com/site/data/html_dir/2018/04/05/2018040502682.html,"대통령 불법 자금
불법 자금 수수
본인 검찰
검찰 소환
상황
자택 대한
직책
전무 최근
최근 검찰
수사 과정",005930,2018-04-05
"[마켓뷰]코스피, 미중협상 가능성에 2430선 회복...코스닥, 벤처펀드 출시에 상승",http://biz.chosun.com/site/data/html_dir/2018/04/05/2018040502271.html,"협상 기 대감
물밑 협상
전날 도널드
트럼프 미국
미국 대통령
대통령 미국
미국 중국
상태
양국 물밑
기대",005930,2018-04-05
"'치매·난치암 치료 지원'…삼성전자, 미래기술육성 과제 31개 선정",http://biz.chosun.com/site/data/html_dir/2018/04/05/2018040501326.html,"교수 일부
일부 난치 암
난치 암 환자
환자 여러
여러 치료
치료 통해
통해 암세포
생산 , 암
사실
한진희",005930,2018-04-05
트럼프 '트윗' 한마디에 코스피도 2420선 회복,http://biz.chosun.com/site/data/html_dir/2018/04/05/2018040500920.html,"증권 연구원
연구원 어제
어제 한국
증시 하락
하락 중
우려 감
때문 이번
이번 트럼프
트럼프 발언
발언 국내",005930,2018-04-05
美 환율압박에 韓 기업 이익 수조원 줄어들판,http://biz.chosun.com/site/data/html_dir/2018/04/05/2018040500086.html,"10 월 이후
기업 올해
올해 원 달러
1090 원 예상 대부분
예상 대부분 환차손
환차손 발생
11 월 27 일
27 일 12 월
1 일 수출
수출 실적",005930,2018-04-05
"[마켓뷰] 외국인 자금 엿새째 썰물…\원화강세 영향\""""",http://biz.chosun.com/site/data/html_dir/2018/04/04/2018040402086.html,"원화 강세
이경민
이경민 대신 증권
지속 끝
며 미국
발표
간 환율
환율 합의
합의 논란
논란 원화",005930,2018-04-04
"삼성 공격했던 엘리엇, 이번엔 현대차 정조준...속내는?",http://biz.chosun.com/site/data/html_dir/2018/04/04/2018040401165.html,"윤지 호 베스트 투자 증권
왜 를
를 생각
헤지펀드 주가
부진 성장
성장 주춤
주춤 때
국내
국내 대기업
대기업 주주",005930,2018-04-04
"코스피, 美증시 반등에도 외인 엿새째 '팔자'에 약세",http://biz.chosun.com/site/data/html_dir/2018/04/04/2018040400837.html,"또 날
날 미국
펀드 엘리엇
홍콩 엘리엇
엘리엇 현대차 ,
현대차 , 기아차 ,
등 3 개
3 개 회사
회사 보통주
보통주 10 억 달러 ( 약",005930,2018-04-04
작년 주요 대기업 투자액 86조원…삼성전자·SK하이닉스가 41%,http://biz.chosun.com/site/data/html_dir/2018/04/04/2018040400701.html,"전년 대비
4 일 기업
평가 사이트
자산 5 조원
5 조원 이상인
이상인 57 개
57 개 대기업 집단
대기업 집단 계 열사
계 열사 중
투자 역",005930,2018-04-04
[마켓뷰] 美 기술주 타격에 코스피 '출렁'...2440선 겨우 회복,http://biz.chosun.com/site/data/html_dir/2018/04/03/2018040302604.html,"중 무역
이경민
이경민 대신 증권
대신 증권 투자 전략 팀
투자 전략 팀 아시아
아시아 증시
증시 전반
전반 약세
약세 국내
국내 증시",005930,2018-04-03
"이재용 부회장, 캐나다 토론토서 포착…유럽 이어 캐나다행",http://biz.chosun.com/site/data/html_dir/2018/04/03/2018040302397.html,"후 첫
첫 해외
부회장 해외
한국 유명
유명 셰프
백 ( 한국 백승 욱 ) 은
백승 욱 ) 은 2 일
2 일 자신
인스타그램 이
게재 와",005930,2018-04-03
[2017년 결산] 반도체 빼면 유가증권 상장사 이익률 5%대로 '뚝'…삼성·하이닉스 영업익 비중 48%,http://biz.chosun.com/site/data/html_dir/2018/04/03/2018040301525.html,"관계자 지난해
지난해 글로벌
글로벌 경기
호조 세계
세계 각국
각국 경기
, 반도체
수준 것
것 면서
작년 실적",005930,2018-04-03
"무협, 삼성전자·현대차 등 대미 통상사절단 워싱턴 파견",http://biz.chosun.com/site/data/html_dir/2018/04/02/2018040201957.html,"무역 협회 한미
개정 협상 합의
합의 트럼프
트럼프 대통령
대통령 타결
타결 지연
지연 발언
양국 경제
경제 불확실
불확실 해소",005930,2018-04-03
"삼성·LG전자, 미국 '2018 에너지스타' 수상",http://biz.chosun.com/site/data/html_dir/2018/04/03/2018040301112.html,"삼성 전자 미국법
미국법 자체
' 에너지스타 날 ( Energy
날 ( Energy Star
Star Day )'
Day )'
사무실
활동 ,
, 뉴욕
친환경 광고",005930,2018-04-03
"직원 평균연봉 1억5200만원, '신의직장' SK에너지",http://biz.chosun.com/site/data/html_dir/2018/04/03/2018040301087.html,"직원 1 인
1 인 평균
지난해 직원
직원 평균
평균 급여
정유 화학 업계 관계자
관계자 SK 에너지
급여 지난해
지난해 국내
국내 30",005930,2018-04-03
"코스피, 전날 美 증시 기술주 급락 여파...삼성전자 등 약세",http://biz.chosun.com/site/data/html_dir/2018/04/03/2018040300997.html,"인터넷 세금
세금 부과
연구원 한국
증시 약세
회로 하락
반발
유입
유입 가능성
가능성 면서
, 한국",005930,2018-04-03
"주요 대기업, 영업이익 55% 증가했어도 고용은 1.8% 늘려",http://biz.chosun.com/site/data/html_dir/2018/04/03/2018040300748.html,"고용 규모
기업 경영 성과
경영 성과 평가 사이트
자산
자산 5 조원
5 조원 이상인
이상인 57 개
57 개 대기업
대기업 집단
집단 338 개",005930,2018-04-03
"中 '화미오비', 스마트폰 중고가⋅고급화로 삼성 정조준",http://biz.chosun.com/site/data/html_dir/2018/04/03/2018040300729.html,"것 고
제품 가격
중국 시장
전자 업계
수익 강화
강화 위해
위해 중고
삼성 , 애플
애플 제품
70 만원 가량",005930,2018-04-03
TV로 가는 삼성·스마트폰 넘보는 LG...'마이크로LED' 선점 경쟁 후끈,http://biz.chosun.com/site/data/html_dir/2018/04/02/2018040202399.html,"초소 LED
디스플레이 업계 관계자
관계자 불과
불과 1 ,
1 , 2 년
2 년 전만
전만 해도
최근 대량
대량 양산
양산 생산",005930,2018-04-03
신동빈 회장 재벌총수 연봉킹…7개회사서 152억원 받아,http://biz.chosun.com/site/data/html_dir/2018/04/02/2018040202385.html,"삼성 전자 부회장
등 총
순위 17 위인
17 위인 LS 그룹
LS 그룹 구자용
, 구자엽
구자균 LS 산전
LS 산전 회장
등 9 개
등재 ,",005930,2018-04-02
"이재용 삼성전자 부회장, 지난해 연봉 8억7100만원",http://biz.chosun.com/site/data/html_dir/2018/04/02/2018040202119.html,"2 일 삼성 전자
삼성 전자 지난해
지난해 권오현
권오현 회장
윤 부근 부회장
신종 균 부회장
부회장 8 억 7100 만원
이재용 부회장
부회장 대한
경영 환경",005930,2018-04-02
"회계감사로 상폐 위기 기업 19곳, 2년째 급증…\감사 강화 영향인듯\""""",http://biz.chosun.com/site/data/html_dir/2018/04/02/2018040202094.html,"지난 달
사유
것 각
별로 감사
분명 면서
면서 내년
도입 감사
감사 더
더 강화
것 나",005930,2018-04-02
"[단독] 고맙다 모바일 OLED…삼성코닝어드밴스드글라스, 설립 후 첫 흑자",http://biz.chosun.com/site/data/html_dir/2018/04/02/2018040201410.html,"흑자 기록
실제
유기발광다이오드 ( OLED ) 를 채택
채택 지난해
지난해 4 분기
최초 대형
채택 아이폰
아이폰 출시
출시 등
규모 대규모",005930,2018-04-02
"삼성전자·전남대, '스마트캠퍼스 구현 솔루션' MOU",http://biz.chosun.com/site/data/html_dir/2018/04/02/2018040201305.html,"또 피크
피크 시간
시간 전력
전력 제어 ,
제어 , 비 효율
비 효율 운전
운전 기기
기기 감지 ,
에너지 소비
소비 목표",005930,2018-04-02
지난해 사상 최대 실적 낸 10대그룹 상장사…기부금 1300억원 줄여,http://biz.chosun.com/site/data/html_dir/2018/04/02/2018040201112.html,"전년 대비
사상 최대
상장 열사 2017 년
2017 년 회계 연도
기준 ) 를
결과
8361 억원 2016 년
9644 억원 대비
SK 그룹
10 그룹 중",005930,2018-04-02
